dataset,subject,task,n_windows,stress_ratio,mean_quality,has_physio,has_audio,has_video
workstress3d,S1,window_64,1,1.0,1.0,True,False,False
workstress3d,S1,window_65,1,1.0,1.0,True,False,False
workstress3d,S1,window_66,1,1.0,1.0,True,False,False
workstress3d,S1,window_67,1,1.0,1.0,True,False,False
workstress3d,S1,window_68,1,1.0,1.0,True,False,False
workstress3d,S1,window_69,1,1.0,1.0,True,False,False
workstress3d,S1,window_70,1,1.0,1.0,True,False,False
workstress3d,S1,window_71,1,1.0,1.0,True,False,False
workstress3d,S1,window_72,1,1.0,1.0,True,False,False
workstress3d,S1,window_73,1,1.0,1.0,True,False,False
workstress3d,S1,window_74,1,1.0,1.0,True,False,False
workstress3d,S1,window_75,1,1.0,1.0,True,False,False
workstress3d,S1,window_76,1,1.0,1.0,True,False,False
workstress3d,S1,window_77,1,1.0,1.0,True,False,False
workstress3d,S1,window_78,1,1.0,1.0,True,False,False
workstress3d,S1,window_79,1,1.0,1.0,True,False,False
workstress3d,S1,window_80,1,1.0,1.0,True,False,False
workstress3d,S1,window_81,1,1.0,1.0,True,False,False
workstress3d,S1,window_82,1,1.0,1.0,True,False,False
workstress3d,S1,window_83,1,1.0,1.0,True,False,False
workstress3d,S1,window_84,1,1.0,1.0,True,False,False
workstress3d,S1,window_85,1,1.0,1.0,True,False,False
workstress3d,S1,window_86,1,1.0,1.0,True,False,False
workstress3d,S1,window_87,1,1.0,1.0,True,False,False
workstress3d,S1,window_88,1,1.0,1.0,True,False,False
workstress3d,S1,window_89,1,1.0,1.0,True,False,False
workstress3d,S1,window_90,1,1.0,1.0,True,False,False
workstress3d,S1,window_91,1,1.0,1.0,True,False,False
workstress3d,S1,window_92,1,1.0,1.0,True,False,False
workstress3d,S1,window_93,1,1.0,1.0,True,False,False
workstress3d,S1,window_94,1,1.0,1.0,True,False,False
workstress3d,S1,window_95,1,1.0,1.0,True,False,False
workstress3d,S1,window_96,1,1.0,1.0,True,False,False
workstress3d,S1,window_97,1,1.0,1.0,True,False,False
workstress3d,S1,window_98,1,1.0,1.0,True,False,False
workstress3d,S1,window_99,1,1.0,1.0,True,False,False
workstress3d,S1,window_100,1,1.0,1.0,True,False,False
workstress3d,S1,window_101,1,1.0,1.0,True,False,False
workstress3d,S1,window_102,1,1.0,1.0,True,False,False
workstress3d,S1,window_103,1,1.0,1.0,True,False,False
workstress3d,S1,window_104,1,1.0,1.0,True,False,False
workstress3d,S1,window_105,1,1.0,1.0,True,False,False
workstress3d,S1,window_106,1,1.0,1.0,True,False,False
workstress3d,S1,window_107,1,1.0,1.0,True,False,False
workstress3d,S1,window_108,1,1.0,1.0,True,False,False
workstress3d,S1,window_109,1,1.0,1.0,True,False,False
workstress3d,S1,window_110,1,1.0,1.0,True,False,False
workstress3d,S1,window_111,1,1.0,1.0,True,False,False
workstress3d,S1,window_112,1,0.0,1.0,True,False,False
workstress3d,S1,window_113,1,0.0,1.0,True,False,False
workstress3d,S1,window_114,1,0.0,1.0,True,False,False
workstress3d,S1,window_115,1,0.0,1.0,True,False,False
workstress3d,S1,window_116,1,0.0,1.0,True,False,False
workstress3d,S1,window_117,1,0.0,1.0,True,False,False
workstress3d,S1,window_118,1,0.0,1.0,True,False,False
workstress3d,S1,window_119,1,0.0,1.0,True,False,False
workstress3d,S1,window_120,1,0.0,1.0,True,False,False
workstress3d,S1,window_121,1,0.0,1.0,True,False,False
workstress3d,S1,window_122,1,0.0,1.0,True,False,False
workstress3d,S1,window_123,1,0.0,1.0,True,False,False
workstress3d,S1,window_124,1,0.0,1.0,True,False,False
workstress3d,S1,window_125,1,0.0,1.0,True,False,False
workstress3d,S1,window_126,1,0.0,1.0,True,False,False
workstress3d,S1,window_127,1,0.0,1.0,True,False,False
workstress3d,S1,window_128,1,0.0,1.0,True,False,False
workstress3d,S1,window_129,1,0.0,1.0,True,False,False
workstress3d,S1,window_130,1,0.0,1.0,True,False,False
workstress3d,S1,window_131,1,0.0,1.0,True,False,False
workstress3d,S1,window_132,1,0.0,1.0,True,False,False
workstress3d,S1,window_133,1,0.0,1.0,True,False,False
workstress3d,S1,window_134,1,0.0,1.0,True,False,False
workstress3d,S1,window_135,1,0.0,1.0,True,False,False
workstress3d,S1,window_136,1,0.0,1.0,True,False,False
workstress3d,S1,window_137,1,0.0,1.0,True,False,False
workstress3d,S1,window_138,1,0.0,1.0,True,False,False
workstress3d,S1,window_139,1,0.0,1.0,True,False,False
workstress3d,S1,window_140,1,0.0,1.0,True,False,False
workstress3d,S1,window_141,1,0.0,1.0,True,False,False
workstress3d,S1,window_142,1,0.0,1.0,True,False,False
workstress3d,S1,window_143,1,0.0,1.0,True,False,False
workstress3d,S1,window_144,1,0.0,1.0,True,False,False
workstress3d,S1,window_145,1,0.0,1.0,True,False,False
workstress3d,S1,window_146,1,0.0,1.0,True,False,False
workstress3d,S1,window_147,1,0.0,1.0,True,False,False
workstress3d,S1,window_148,1,0.0,1.0,True,False,False
workstress3d,S1,window_149,1,0.0,1.0,True,False,False
workstress3d,S1,window_150,1,0.0,1.0,True,False,False
workstress3d,S1,window_151,1,0.0,1.0,True,False,False
workstress3d,S1,window_152,1,0.0,1.0,True,False,False
workstress3d,S1,window_153,1,0.0,1.0,True,False,False
workstress3d,S1,window_154,1,0.0,1.0,True,False,False
workstress3d,S1,window_155,1,0.0,1.0,True,False,False
workstress3d,S1,window_156,1,0.0,1.0,True,False,False
workstress3d,S1,window_157,1,0.0,1.0,True,False,False
workstress3d,S1,window_158,1,0.0,1.0,True,False,False
workstress3d,S1,window_159,1,0.0,1.0,True,False,False
workstress3d,S1,window_160,1,0.0,1.0,True,False,False
workstress3d,S1,window_161,1,0.0,1.0,True,False,False
workstress3d,S1,window_162,1,0.0,1.0,True,False,False
workstress3d,S1,window_163,1,0.0,1.0,True,False,False
workstress3d,S1,window_164,1,0.0,1.0,True,False,False
workstress3d,S1,window_165,1,0.0,1.0,True,False,False
workstress3d,S1,window_166,1,0.0,1.0,True,False,False
workstress3d,S1,window_167,1,0.0,1.0,True,False,False
workstress3d,S1,window_168,1,0.0,1.0,True,False,False
workstress3d,S1,window_169,1,0.0,1.0,True,False,False
workstress3d,S1,window_170,1,0.0,1.0,True,False,False
workstress3d,S1,window_171,1,0.0,1.0,True,False,False
workstress3d,S1,window_172,1,0.0,1.0,True,False,False
workstress3d,S1,window_173,1,0.0,1.0,True,False,False
workstress3d,S1,window_174,1,0.0,1.0,True,False,False
workstress3d,S1,window_175,1,0.0,1.0,True,False,False
workstress3d,S1,window_176,1,0.0,1.0,True,False,False
workstress3d,S1,window_177,1,0.0,1.0,True,False,False
workstress3d,S1,window_178,1,0.0,1.0,True,False,False
workstress3d,S1,window_179,1,0.0,1.0,True,False,False
workstress3d,S1,window_180,1,0.0,1.0,True,False,False
workstress3d,S1,window_181,1,0.0,1.0,True,False,False
workstress3d,S1,window_182,1,0.0,1.0,True,False,False
workstress3d,S1,window_183,1,0.0,1.0,True,False,False
workstress3d,S1,window_184,1,0.0,1.0,True,False,False
workstress3d,S1,window_185,1,0.0,1.0,True,False,False
workstress3d,S1,window_186,1,0.0,1.0,True,False,False
workstress3d,S1,window_187,1,0.0,1.0,True,False,False
workstress3d,S1,window_188,1,0.0,1.0,True,False,False
workstress3d,S1,window_189,1,0.0,1.0,True,False,False
workstress3d,S1,window_190,1,0.0,1.0,True,False,False
workstress3d,S1,window_191,1,0.0,1.0,True,False,False
workstress3d,S1,window_192,1,0.0,1.0,True,False,False
workstress3d,S1,window_193,1,0.0,1.0,True,False,False
workstress3d,S1,window_194,1,0.0,1.0,True,False,False
workstress3d,S1,window_195,1,0.0,1.0,True,False,False
workstress3d,S1,window_196,1,0.0,1.0,True,False,False
workstress3d,S1,window_197,1,0.0,1.0,True,False,False
workstress3d,S1,window_198,1,0.0,1.0,True,False,False
workstress3d,S1,window_199,1,0.0,1.0,True,False,False
workstress3d,S1,window_200,1,0.0,1.0,True,False,False
workstress3d,S1,window_201,1,0.0,1.0,True,False,False
workstress3d,S1,window_202,1,0.0,1.0,True,False,False
workstress3d,S1,window_203,1,0.0,1.0,True,False,False
workstress3d,S1,window_204,1,0.0,1.0,True,False,False
workstress3d,S1,window_205,1,0.0,1.0,True,False,False
workstress3d,S1,window_206,1,0.0,1.0,True,False,False
workstress3d,S1,window_207,1,0.0,1.0,True,False,False
workstress3d,S1,window_208,1,0.0,1.0,True,False,False
workstress3d,S1,window_209,1,0.0,1.0,True,False,False
workstress3d,S1,window_210,1,0.0,1.0,True,False,False
workstress3d,S1,window_211,1,0.0,1.0,True,False,False
workstress3d,S1,window_212,1,0.0,1.0,True,False,False
workstress3d,S1,window_213,1,0.0,1.0,True,False,False
workstress3d,S1,window_214,1,0.0,1.0,True,False,False
workstress3d,S1,window_215,1,0.0,1.0,True,False,False
workstress3d,S1,window_216,1,0.0,1.0,True,False,False
workstress3d,S1,window_217,1,0.0,1.0,True,False,False
workstress3d,S1,window_218,1,0.0,1.0,True,False,False
workstress3d,S1,window_219,1,0.0,1.0,True,False,False
workstress3d,S1,window_220,1,0.0,1.0,True,False,False
workstress3d,S1,window_221,1,0.0,1.0,True,False,False
workstress3d,S1,window_222,1,0.0,1.0,True,False,False
workstress3d,S1,window_223,1,0.0,1.0,True,False,False
workstress3d,S1,window_224,1,0.0,1.0,True,False,False
workstress3d,S1,window_225,1,0.0,1.0,True,False,False
workstress3d,S1,window_226,1,0.0,1.0,True,False,False
workstress3d,S1,window_227,1,0.0,1.0,True,False,False
workstress3d,S1,window_228,1,0.0,1.0,True,False,False
workstress3d,S1,window_229,1,0.0,1.0,True,False,False
workstress3d,S1,window_230,1,0.0,1.0,True,False,False
workstress3d,S1,window_231,1,0.0,1.0,True,False,False
workstress3d,S1,window_232,1,0.0,1.0,True,False,False
workstress3d,S1,window_233,1,0.0,1.0,True,False,False
workstress3d,S1,window_234,1,0.0,1.0,True,False,False
workstress3d,S1,window_235,1,0.0,1.0,True,False,False
workstress3d,S1,window_236,1,0.0,1.0,True,False,False
workstress3d,S1,window_237,1,0.0,1.0,True,False,False
workstress3d,S1,window_238,1,0.0,1.0,True,False,False
workstress3d,S1,window_239,1,0.0,1.0,True,False,False
workstress3d,S1,window_240,1,0.0,1.0,True,False,False
workstress3d,S1,window_241,1,0.0,1.0,True,False,False
workstress3d,S1,window_242,1,0.0,1.0,True,False,False
workstress3d,S1,window_243,1,0.0,1.0,True,False,False
workstress3d,S1,window_244,1,0.0,1.0,True,False,False
workstress3d,S1,window_245,1,0.0,1.0,True,False,False
workstress3d,S1,window_246,1,0.0,1.0,True,False,False
workstress3d,S1,window_247,1,0.0,1.0,True,False,False
workstress3d,S1,window_248,1,0.0,1.0,True,False,False
workstress3d,S1,window_249,1,0.0,1.0,True,False,False
workstress3d,S1,window_250,1,0.0,1.0,True,False,False
workstress3d,S1,window_251,1,0.0,1.0,True,False,False
workstress3d,S1,window_252,1,0.0,1.0,True,False,False
workstress3d,S1,window_253,1,0.0,1.0,True,False,False
workstress3d,S1,window_254,1,0.0,1.0,True,False,False
workstress3d,S1,window_255,1,0.0,1.0,True,False,False
workstress3d,S1,window_256,1,0.0,1.0,True,False,False
workstress3d,S1,window_257,1,0.0,1.0,True,False,False
workstress3d,S1,window_258,1,0.0,1.0,True,False,False
workstress3d,S1,window_259,1,0.0,1.0,True,False,False
workstress3d,S1,window_260,1,0.0,1.0,True,False,False
workstress3d,S1,window_261,1,0.0,1.0,True,False,False
workstress3d,S1,window_262,1,0.0,1.0,True,False,False
workstress3d,S1,window_263,1,0.0,1.0,True,False,False
workstress3d,S1,window_264,1,0.0,1.0,True,False,False
workstress3d,S1,window_265,1,0.0,1.0,True,False,False
workstress3d,S1,window_266,1,0.0,1.0,True,False,False
workstress3d,S1,window_267,1,0.0,1.0,True,False,False
workstress3d,S1,window_268,1,0.0,1.0,True,False,False
workstress3d,S1,window_269,1,0.0,1.0,True,False,False
workstress3d,S1,window_270,1,0.0,1.0,True,False,False
workstress3d,S1,window_271,1,0.0,1.0,True,False,False
workstress3d,S1,window_272,1,0.0,1.0,True,False,False
workstress3d,S1,window_273,1,0.0,1.0,True,False,False
workstress3d,S1,window_274,1,0.0,1.0,True,False,False
workstress3d,S1,window_275,1,0.0,1.0,True,False,False
workstress3d,S1,window_276,1,0.0,1.0,True,False,False
workstress3d,S1,window_277,1,0.0,1.0,True,False,False
workstress3d,S1,window_278,1,0.0,1.0,True,False,False
workstress3d,S1,window_279,1,0.0,1.0,True,False,False
workstress3d,S1,window_280,1,0.0,1.0,True,False,False
workstress3d,S1,window_281,1,0.0,1.0,True,False,False
workstress3d,S1,window_282,1,0.0,1.0,True,False,False
workstress3d,S1,window_283,1,0.0,1.0,True,False,False
workstress3d,S1,window_284,1,0.0,1.0,True,False,False
workstress3d,S1,window_285,1,0.0,1.0,True,False,False
workstress3d,S1,window_286,1,0.0,1.0,True,False,False
workstress3d,S1,window_287,1,0.0,1.0,True,False,False
workstress3d,S1,window_288,1,0.0,1.0,True,False,False
workstress3d,S1,window_289,1,0.0,1.0,True,False,False
workstress3d,S1,window_290,1,0.0,1.0,True,False,False
workstress3d,S1,window_291,1,0.0,1.0,True,False,False
workstress3d,S1,window_292,1,0.0,1.0,True,False,False
workstress3d,S1,window_293,1,0.0,1.0,True,False,False
workstress3d,S1,window_294,1,0.0,1.0,True,False,False
workstress3d,S1,window_295,1,0.0,1.0,True,False,False
workstress3d,S1,window_296,1,0.0,1.0,True,False,False
workstress3d,S1,window_297,1,0.0,1.0,True,False,False
workstress3d,S1,window_298,1,0.0,1.0,True,False,False
workstress3d,S1,window_299,1,0.0,1.0,True,False,False
workstress3d,S1,window_300,1,0.0,1.0,True,False,False
workstress3d,S1,window_301,1,0.0,1.0,True,False,False
workstress3d,S1,window_302,1,0.0,1.0,True,False,False
workstress3d,S1,window_303,1,0.0,1.0,True,False,False
workstress3d,S1,window_304,1,0.0,1.0,True,False,False
workstress3d,S1,window_305,1,0.0,1.0,True,False,False
workstress3d,S1,window_306,1,0.0,1.0,True,False,False
workstress3d,S1,window_307,1,0.0,1.0,True,False,False
workstress3d,S1,window_308,1,0.0,1.0,True,False,False
workstress3d,S1,window_309,1,0.0,1.0,True,False,False
workstress3d,S1,window_310,1,0.0,1.0,True,False,False
workstress3d,S1,window_311,1,0.0,1.0,True,False,False
workstress3d,S1,window_312,1,0.0,1.0,True,False,False
workstress3d,S1,window_313,1,0.0,1.0,True,False,False
workstress3d,S1,window_314,1,0.0,1.0,True,False,False
workstress3d,S1,window_315,1,0.0,1.0,True,False,False
workstress3d,S1,window_316,1,0.0,1.0,True,False,False
workstress3d,S1,window_317,1,0.0,1.0,True,False,False
workstress3d,S1,window_318,1,0.0,1.0,True,False,False
workstress3d,S1,window_319,1,0.0,1.0,True,False,False
workstress3d,S1,window_320,1,0.0,1.0,True,False,False
workstress3d,S1,window_321,1,0.0,1.0,True,False,False
workstress3d,S1,window_322,1,0.0,1.0,True,False,False
workstress3d,S1,window_323,1,0.0,1.0,True,False,False
workstress3d,S1,window_324,1,0.0,1.0,True,False,False
workstress3d,S1,window_325,1,0.0,1.0,True,False,False
workstress3d,S1,window_326,1,0.0,1.0,True,False,False
workstress3d,S1,window_327,1,0.0,1.0,True,False,False
workstress3d,S1,window_328,1,0.0,1.0,True,False,False
workstress3d,S1,window_329,1,0.0,1.0,True,False,False
workstress3d,S1,window_330,1,0.0,1.0,True,False,False
workstress3d,S1,window_331,1,0.0,1.0,True,False,False
workstress3d,S1,window_332,1,0.0,1.0,True,False,False
workstress3d,S1,window_333,1,0.0,1.0,True,False,False
workstress3d,S1,window_334,1,0.0,1.0,True,False,False
workstress3d,S1,window_335,1,0.0,1.0,True,False,False
workstress3d,S1,window_336,1,0.0,1.0,True,False,False
workstress3d,S1,window_337,1,0.0,1.0,True,False,False
workstress3d,S1,window_338,1,0.0,1.0,True,False,False
workstress3d,S1,window_339,1,0.0,1.0,True,False,False
workstress3d,S1,window_340,1,0.0,1.0,True,False,False
workstress3d,S1,window_341,1,0.0,1.0,True,False,False
workstress3d,S1,window_342,1,0.0,1.0,True,False,False
workstress3d,S1,window_343,1,0.0,1.0,True,False,False
workstress3d,S1,window_344,1,0.0,1.0,True,False,False
workstress3d,S1,window_345,1,0.0,1.0,True,False,False
workstress3d,S1,window_346,1,0.0,1.0,True,False,False
workstress3d,S1,window_347,1,0.0,1.0,True,False,False
workstress3d,S1,window_348,1,0.0,1.0,True,False,False
workstress3d,S1,window_349,1,0.0,1.0,True,False,False
workstress3d,S1,window_350,1,0.0,1.0,True,False,False
workstress3d,S1,window_351,1,0.0,1.0,True,False,False
workstress3d,S1,window_352,1,0.0,1.0,True,False,False
workstress3d,S1,window_353,1,0.0,1.0,True,False,False
workstress3d,S1,window_354,1,0.0,1.0,True,False,False
workstress3d,S1,window_355,1,0.0,1.0,True,False,False
workstress3d,S1,window_356,1,0.0,1.0,True,False,False
workstress3d,S1,window_357,1,0.0,1.0,True,False,False
workstress3d,S1,window_358,1,0.0,1.0,True,False,False
workstress3d,S1,window_359,1,0.0,1.0,True,False,False
workstress3d,S1,window_360,1,0.0,1.0,True,False,False
workstress3d,S1,window_361,1,0.0,1.0,True,False,False
workstress3d,S1,window_362,1,0.0,1.0,True,False,False
workstress3d,S1,window_363,1,0.0,1.0,True,False,False
workstress3d,S1,window_364,1,0.0,1.0,True,False,False
workstress3d,S1,window_365,1,0.0,1.0,True,False,False
workstress3d,S1,window_366,1,0.0,1.0,True,False,False
workstress3d,S1,window_367,1,0.0,1.0,True,False,False
workstress3d,S1,window_368,1,0.0,1.0,True,False,False
workstress3d,S1,window_369,1,0.0,1.0,True,False,False
workstress3d,S1,window_370,1,0.0,1.0,True,False,False
workstress3d,S1,window_371,1,0.0,1.0,True,False,False
workstress3d,S1,window_372,1,0.0,1.0,True,False,False
workstress3d,S1,window_373,1,0.0,1.0,True,False,False
workstress3d,S1,window_374,1,0.0,1.0,True,False,False
workstress3d,S1,window_375,1,0.0,1.0,True,False,False
workstress3d,S1,window_376,1,0.0,1.0,True,False,False
workstress3d,S1,window_377,1,0.0,1.0,True,False,False
workstress3d,S1,window_378,1,0.0,1.0,True,False,False
workstress3d,S1,window_379,1,0.0,1.0,True,False,False
workstress3d,S1,window_380,1,0.0,1.0,True,False,False
workstress3d,S1,window_381,1,0.0,1.0,True,False,False
workstress3d,S1,window_382,1,0.0,1.0,True,False,False
workstress3d,S1,window_383,1,0.0,1.0,True,False,False
workstress3d,S1,window_384,1,0.0,1.0,True,False,False
workstress3d,S1,window_385,1,0.0,1.0,True,False,False
workstress3d,S1,window_386,1,0.0,1.0,True,False,False
workstress3d,S1,window_387,1,0.0,1.0,True,False,False
workstress3d,S1,window_388,1,0.0,1.0,True,False,False
workstress3d,S1,window_389,1,0.0,1.0,True,False,False
workstress3d,S1,window_390,1,0.0,1.0,True,False,False
workstress3d,S1,window_391,1,0.0,1.0,True,False,False
workstress3d,S1,window_392,1,1.0,1.0,True,False,False
workstress3d,S1,window_393,1,1.0,1.0,True,False,False
workstress3d,S1,window_394,1,1.0,1.0,True,False,False
workstress3d,S1,window_395,1,1.0,1.0,True,False,False
workstress3d,S1,window_396,1,1.0,1.0,True,False,False
workstress3d,S1,window_397,1,1.0,1.0,True,False,False
workstress3d,S1,window_398,1,1.0,1.0,True,False,False
workstress3d,S1,window_399,1,1.0,1.0,True,False,False
workstress3d,S1,window_400,1,1.0,1.0,True,False,False
workstress3d,S1,window_401,1,1.0,1.0,True,False,False
workstress3d,S1,window_402,1,1.0,1.0,True,False,False
workstress3d,S1,window_403,1,1.0,1.0,True,False,False
workstress3d,S1,window_404,1,1.0,1.0,True,False,False
workstress3d,S1,window_405,1,1.0,1.0,True,False,False
workstress3d,S1,window_406,1,1.0,1.0,True,False,False
workstress3d,S1,window_407,1,1.0,1.0,True,False,False
workstress3d,S1,window_408,1,1.0,1.0,True,False,False
workstress3d,S1,window_409,1,1.0,1.0,True,False,False
workstress3d,S1,window_410,1,1.0,1.0,True,False,False
workstress3d,S1,window_411,1,1.0,1.0,True,False,False
workstress3d,S1,window_412,1,1.0,1.0,True,False,False
workstress3d,S1,window_413,1,1.0,1.0,True,False,False
workstress3d,S1,window_414,1,1.0,1.0,True,False,False
workstress3d,S1,window_415,1,1.0,1.0,True,False,False
workstress3d,S1,window_416,1,1.0,1.0,True,False,False
workstress3d,S1,window_417,1,1.0,1.0,True,False,False
workstress3d,S1,window_418,1,1.0,1.0,True,False,False
workstress3d,S1,window_419,1,1.0,1.0,True,False,False
workstress3d,S1,window_420,1,1.0,1.0,True,False,False
workstress3d,S1,window_421,1,1.0,1.0,True,False,False
workstress3d,S1,window_422,1,1.0,1.0,True,False,False
workstress3d,S1,window_423,1,1.0,1.0,True,False,False
workstress3d,S1,window_424,1,1.0,1.0,True,False,False
workstress3d,S1,window_425,1,1.0,1.0,True,False,False
workstress3d,S1,window_426,1,1.0,1.0,True,False,False
workstress3d,S1,window_427,1,1.0,1.0,True,False,False
workstress3d,S1,window_428,1,1.0,1.0,True,False,False
workstress3d,S1,window_429,1,1.0,1.0,True,False,False
workstress3d,S1,window_430,1,1.0,1.0,True,False,False
workstress3d,S1,window_431,1,1.0,1.0,True,False,False
workstress3d,S1,window_432,1,1.0,1.0,True,False,False
workstress3d,S1,window_433,1,1.0,1.0,True,False,False
workstress3d,S1,window_434,1,1.0,1.0,True,False,False
workstress3d,S1,window_435,1,1.0,1.0,True,False,False
workstress3d,S1,window_436,1,1.0,1.0,True,False,False
workstress3d,S1,window_437,1,1.0,1.0,True,False,False
workstress3d,S1,window_438,1,1.0,1.0,True,False,False
workstress3d,S1,window_439,1,1.0,1.0,True,False,False
workstress3d,S1,window_440,1,1.0,1.0,True,False,False
workstress3d,S1,window_441,1,1.0,1.0,True,False,False
workstress3d,S1,window_442,1,1.0,1.0,True,False,False
workstress3d,S1,window_443,1,1.0,1.0,True,False,False
workstress3d,S1,window_444,1,1.0,1.0,True,False,False
workstress3d,S1,window_445,1,1.0,1.0,True,False,False
workstress3d,S1,window_446,1,1.0,1.0,True,False,False
workstress3d,S1,window_447,1,1.0,1.0,True,False,False
workstress3d,S1,window_448,1,0.0,1.0,True,False,False
workstress3d,S1,window_449,1,0.0,1.0,True,False,False
workstress3d,S1,window_450,1,0.0,1.0,True,False,False
workstress3d,S1,window_451,1,0.0,1.0,True,False,False
workstress3d,S1,window_452,1,0.0,1.0,True,False,False
workstress3d,S1,window_453,1,0.0,1.0,True,False,False
workstress3d,S1,window_454,1,0.0,1.0,True,False,False
workstress3d,S1,window_455,1,0.0,1.0,True,False,False
workstress3d,S1,window_456,1,0.0,1.0,True,False,False
workstress3d,S1,window_457,1,0.0,1.0,True,False,False
workstress3d,S1,window_458,1,0.0,1.0,True,False,False
workstress3d,S1,window_459,1,0.0,1.0,True,False,False
workstress3d,S1,window_460,1,0.0,1.0,True,False,False
workstress3d,S1,window_461,1,0.0,1.0,True,False,False
workstress3d,S1,window_462,1,0.0,1.0,True,False,False
workstress3d,S1,window_463,1,0.0,1.0,True,False,False
workstress3d,S1,window_464,1,0.0,1.0,True,False,False
workstress3d,S1,window_465,1,0.0,1.0,True,False,False
workstress3d,S1,window_466,1,0.0,1.0,True,False,False
workstress3d,S1,window_467,1,0.0,1.0,True,False,False
workstress3d,S1,window_468,1,0.0,1.0,True,False,False
workstress3d,S1,window_469,1,0.0,1.0,True,False,False
workstress3d,S1,window_470,1,0.0,1.0,True,False,False
workstress3d,S1,window_471,1,0.0,1.0,True,False,False
workstress3d,S1,window_472,1,0.0,1.0,True,False,False
workstress3d,S1,window_473,1,0.0,1.0,True,False,False
workstress3d,S1,window_474,1,0.0,1.0,True,False,False
workstress3d,S1,window_475,1,0.0,1.0,True,False,False
workstress3d,S1,window_476,1,0.0,1.0,True,False,False
workstress3d,S1,window_477,1,0.0,1.0,True,False,False
workstress3d,S1,window_478,1,0.0,1.0,True,False,False
workstress3d,S1,window_479,1,0.0,1.0,True,False,False
workstress3d,S1,window_480,1,0.0,1.0,True,False,False
workstress3d,S1,window_481,1,0.0,1.0,True,False,False
workstress3d,S1,window_482,1,0.0,1.0,True,False,False
workstress3d,S1,window_483,1,0.0,1.0,True,False,False
workstress3d,S1,window_484,1,0.0,1.0,True,False,False
workstress3d,S1,window_485,1,0.0,1.0,True,False,False
workstress3d,S1,window_486,1,0.0,1.0,True,False,False
workstress3d,S1,window_487,1,0.0,1.0,True,False,False
workstress3d,S1,window_488,1,0.0,1.0,True,False,False
workstress3d,S1,window_489,1,0.0,1.0,True,False,False
workstress3d,S1,window_490,1,0.0,1.0,True,False,False
workstress3d,S1,window_491,1,0.0,1.0,True,False,False
workstress3d,S1,window_492,1,0.0,1.0,True,False,False
workstress3d,S1,window_493,1,0.0,1.0,True,False,False
workstress3d,S1,window_494,1,0.0,1.0,True,False,False
workstress3d,S1,window_495,1,0.0,1.0,True,False,False
workstress3d,S1,window_496,1,0.0,1.0,True,False,False
workstress3d,S1,window_497,1,0.0,1.0,True,False,False
workstress3d,S1,window_498,1,0.0,1.0,True,False,False
workstress3d,S1,window_499,1,0.0,1.0,True,False,False
workstress3d,S1,window_500,1,0.0,1.0,True,False,False
workstress3d,S1,window_501,1,0.0,1.0,True,False,False
workstress3d,S1,window_502,1,0.0,1.0,True,False,False
workstress3d,S1,window_503,1,0.0,1.0,True,False,False
workstress3d,S1,window_504,1,0.0,1.0,True,False,False
workstress3d,S1,window_505,1,0.0,1.0,True,False,False
workstress3d,S1,window_506,1,0.0,1.0,True,False,False
workstress3d,S1,window_507,1,0.0,1.0,True,False,False
workstress3d,S1,window_508,1,0.0,1.0,True,False,False
workstress3d,S1,window_509,1,0.0,1.0,True,False,False
workstress3d,S1,window_510,1,0.0,1.0,True,False,False
workstress3d,S1,window_511,1,0.0,1.0,True,False,False
workstress3d,S1,window_512,1,0.0,1.0,True,False,False
workstress3d,S1,window_513,1,0.0,1.0,True,False,False
workstress3d,S1,window_514,1,0.0,1.0,True,False,False
workstress3d,S1,window_515,1,0.0,1.0,True,False,False
workstress3d,S1,window_516,1,0.0,1.0,True,False,False
workstress3d,S1,window_517,1,0.0,1.0,True,False,False
workstress3d,S1,window_518,1,0.0,1.0,True,False,False
workstress3d,S1,window_519,1,0.0,1.0,True,False,False
workstress3d,S1,window_520,1,0.0,1.0,True,False,False
workstress3d,S1,window_521,1,0.0,1.0,True,False,False
workstress3d,S1,window_522,1,0.0,1.0,True,False,False
workstress3d,S1,window_523,1,0.0,1.0,True,False,False
workstress3d,S1,window_524,1,0.0,1.0,True,False,False
workstress3d,S1,window_525,1,0.0,1.0,True,False,False
workstress3d,S1,window_526,1,0.0,1.0,True,False,False
workstress3d,S1,window_527,1,0.0,1.0,True,False,False
workstress3d,S1,window_528,1,0.0,1.0,True,False,False
workstress3d,S1,window_529,1,0.0,1.0,True,False,False
workstress3d,S1,window_530,1,0.0,1.0,True,False,False
workstress3d,S1,window_531,1,0.0,1.0,True,False,False
workstress3d,S1,window_532,1,0.0,1.0,True,False,False
workstress3d,S1,window_533,1,0.0,1.0,True,False,False
workstress3d,S1,window_534,1,0.0,1.0,True,False,False
workstress3d,S1,window_535,1,0.0,1.0,True,False,False
workstress3d,S1,window_536,1,0.0,1.0,True,False,False
workstress3d,S1,window_537,1,0.0,1.0,True,False,False
workstress3d,S1,window_538,1,0.0,1.0,True,False,False
workstress3d,S1,window_539,1,0.0,1.0,True,False,False
workstress3d,S1,window_540,1,0.0,1.0,True,False,False
workstress3d,S1,window_541,1,0.0,1.0,True,False,False
workstress3d,S1,window_542,1,0.0,1.0,True,False,False
workstress3d,S1,window_543,1,0.0,1.0,True,False,False
workstress3d,S1,window_544,1,0.0,1.0,True,False,False
