--- StressID Voice Extraction ---
Subject: 2ea4, Task: Breathing, Frames: 900, Windows: 59
Subject: qw5t, Task: Stroop, Frames: 300, Windows: 19
Subject: qw5t, Task: Video1, Frames: 870, Windows: 57
Subject: qw5t, Task: Video2, Frames: 590, Windows: 38
Subject: r3zm, Task: Breathing, Frames: 900, Windows: 59
Subject: r3zm, Task: Counting1, Frames: 300, Windows: 19
Subject: r3zm, Task: Counting2, Frames: 300, Windows: 19
Subject: r3zm, Task: Counting3, Frames: 300, Windows: 19
Subject: r3zm, Task: Math, Frames: 300, Windows: 19
Subject: r3zm, Task: Reading, Frames: 300, Windows: 19
Subject: r3zm, Task: Relax, Frames: 750, Windows: 49
Subject: r3zm, Task: Speaking, Frames: 300, Windows: 19
Subject: r3zm, Task: Stroop, Frames: 300, Windows: 19
Subject: r3zm, Task: Video1, Frames: 870, Windows: 57
Subject: r3zm, Task: Video2, Frames: 590, Windows: 38
Subject: r5s8, Task: Breathing, Frames: 900, Windows: 59
Subject: r5s8, Task: Counting1, Frames: 300, Windows: 19
Subject: r5s8, Task: Counting2, Frames: 300, Windows: 19
Subject: r5s8, Task: Counting3, Frames: 300, Windows: 19
Subject: r5s8, Task: Math, Frames: 300, Windows: 19
Subject: r5s8, Task: Reading, Frames: 300, Windows: 19
Subject: r5s8, Task: Relax, Frames: 750, Windows: 49
Subject: r5s8, Task: Speaking, Frames: 300, Windows: 19
Subject: r5s8, Task: Stroop, Frames: 300, Windows: 19
Subject: r5s8, Task: Video1, Frames: 870, Windows: 57
Subject: r5s8, Task: Video2, Frames: 590, Windows: 38
Subject: t6v9, Task: Breathing, Frames: 900, Windows: 59
Subject: t6v9, Task: Counting1, Frames: 300, Windows: 19
Subject: t6v9, Task: Counting2, Frames: 300, Windows: 19
Subject: t6v9, Task: Counting3, Frames: 300, Windows: 19
Subject: t6v9, Task: Math, Frames: 300, Windows: 19
Subject: t6v9, Task: Reading, Frames: 300, Windows: 19
Subject: t6v9, Task: Relax, Frames: 750, Windows: 49
Subject: t6v9, Task: Speaking, Frames: 300, Windows: 19
Subject: t6v9, Task: Stroop, Frames: 300, Windows: 19
Subject: t6v9, Task: Video1, Frames: 870, Windows: 57
Subject: t6v9, Task: Video2, Frames: 590, Windows: 38
Subject: tmvd, Task: Breathing, Frames: 900, Windows: 59
Subject: tmvd, Task: Counting1, Frames: 300, Windows: 19
Subject: tmvd, Task: Counting2, Frames: 300, Windows: 19
Subject: tmvd, Task: Counting3, Frames: 300, Windows: 19
Subject: tmvd, Task: Math, Frames: 300, Windows: 19
Subject: tmvd, Task: Reading, Frames: 300, Windows: 19
Subject: tmvd, Task: Relax, Frames: 750, Windows: 49
Subject: tmvd, Task: Speaking, Frames: 300, Windows: 19
Subject: tmvd, Task: Stroop, Frames: 300, Windows: 19
Subject: tmvd, Task: Video1, Frames: 870, Windows: 57
Subject: tmvd, Task: Video2, Frames: 590, Windows: 38
Subject: uymz, Task: Breathing, Frames: 900, Windows: 59
Subject: uymz, Task: Counting1, Frames: 300, Windows: 19
Subject: uymz, Task: Counting2, Frames: 300, Windows: 19
Subject: uymz, Task: Counting3, Frames: 300, Windows: 19
Subject: uymz, Task: Math, Frames: 300, Windows: 19
Subject: uymz, Task: Reading, Frames: 300, Windows: 19
Subject: uymz, Task: Relax, Frames: 750, Windows: 49
Subject: uymz, Task: Speaking, Frames: 300, Windows: 19
Subject: uymz, Task: Stroop, Frames: 300, Windows: 19
Subject: uymz, Task: Video1, Frames: 870, Windows: 57
Subject: uymz, Task: Video2, Frames: 590, Windows: 38
Subject: v8mh, Task: Breathing, Frames: 900, Windows: 59
Subject: v8mh, Task: Counting1, Frames: 300, Windows: 19
Subject: v8mh, Task: Counting2, Frames: 300, Windows: 19
Subject: v8mh, Task: Counting3, Frames: 300, Windows: 19
Subject: v8mh, Task: Math, Frames: 300, Windows: 19
Subject: v8mh, Task: Reading, Frames: 300, Windows: 19
Subject: v8mh, Task: Relax, Frames: 750, Windows: 49
Subject: v8mh, Task: Speaking, Frames: 300, Windows: 19
Subject: v8mh, Task: Stroop, Frames: 300, Windows: 19
Subject: v8mh, Task: Video1, Frames: 870, Windows: 57
Subject: v8mh, Task: Video2, Frames: 590, Windows: 38
Subject: w2t5, Task: Breathing, Frames: 900, Windows: 59
Subject: w2t5, Task: Counting1, Frames: 300, Windows: 19
Subject: w2t5, Task: Counting2, Frames: 300, Windows: 19
Subject: w2t5, Task: Counting3, Frames: 300, Windows: 19
Subject: w2t5, Task: Math, Frames: 300, Windows: 19
Subject: w2t5, Task: Reading, Frames: 300, Windows: 19
Subject: w2t5, Task: Relax, Frames: 750, Windows: 49
Subject: w2t5, Task: Speaking, Frames: 300, Windows: 19
Subject: w2t5, Task: Stroop, Frames: 300, Windows: 19
Subject: w2t5, Task: Video1, Frames: 870, Windows: 57
Subject: w2t5, Task: Video2, Frames: 590, Windows: 38
Subject: wssm, Task: Breathing, Frames: 900, Windows: 59
Subject: wssm, Task: Counting1, Frames: 300, Windows: 19
Subject: wssm, Task: Counting2, Frames: 300, Windows: 19
Subject: wssm, Task: Counting3, Frames: 300, Windows: 19
Subject: wssm, Task: Math, Frames: 300, Windows: 19
Subject: wssm, Task: Reading, Frames: 300, Windows: 19
Subject: wssm, Task: Relax, Frames: 750, Windows: 49
Subject: wssm, Task: Speaking, Frames: 300, Windows: 19
Subject: wssm, Task: Stroop, Frames: 300, Windows: 19
Subject: wssm, Task: Video1, Frames: 870, Windows: 57
Subject: wssm, Task: Video2, Frames: 590, Windows: 38
Subject: x1q3, Task: Breathing, Frames: 900, Windows: 59
Subject: x1q3, Task: Counting1, Frames: 300, Windows: 19
Subject: x1q3, Task: Counting2, Frames: 300, Windows: 19
Subject: x1q3, Task: Counting3, Frames: 300, Windows: 19
Subject: x1q3, Task: Math, Frames: 300, Windows: 19
Subject: x1q3, Task: Reading, Frames: 300, Windows: 19
Subject: x1q3, Task: Relax, Frames: 750, Windows: 49
Subject: x1q3, Task: Speaking, Frames: 300, Windows: 19
Subject: x1q3, Task: Stroop, Frames: 300, Windows: 19
Subject: x1q3, Task: Video1, Frames: 870, Windows: 57
Subject: x1q3, Task: Video2, Frames: 590, Windows: 38
Subject: y8c3, Task: Breathing, Frames: 900, Windows: 59
Subject: y8c3, Task: Counting1, Frames: 300, Windows: 19
Subject: y8c3, Task: Counting2, Frames: 300, Windows: 19
Subject: y8c3, Task: Counting3, Frames: 300, Windows: 19
Subject: y8c3, Task: Math, Frames: 300, Windows: 19
Subject: y8c3, Task: Reading, Frames: 300, Windows: 19
Subject: y8c3, Task: Relax, Frames: 750, Windows: 49
Subject: y8c3, Task: Speaking, Frames: 300, Windows: 19
Subject: y8c3, Task: Stroop, Frames: 300, Windows: 19
Subject: y8c3, Task: Video1, Frames: 870, Windows: 57
Subject: y8c3, Task: Video2, Frames: 590, Windows: 38
Subject: y9z6, Task: Breathing, Frames: 900, Windows: 59
Subject: y9z6, Task: Counting1, Frames: 300, Windows: 19
Subject: y9z6, Task: Counting2, Frames: 300, Windows: 19
Subject: y9z6, Task: Counting3, Frames: 300, Windows: 19
Subject: y9z6, Task: Math, Frames: 300, Windows: 19
Subject: y9z6, Task: Reading, Frames: 300, Windows: 19
Subject: y9z6, Task: Relax, Frames: 750, Windows: 49
Subject: y9z6, Task: Speaking, Frames: 300, Windows: 19
Subject: y9z6, Task: Stroop, Frames: 300, Windows: 19
Subject: y9z6, Task: Video1, Frames: 870, Windows: 57
Subject: y9z6, Task: Video2, Frames: 590, Windows: 38
