--- StressID Face Extraction ---
Subject: 2ea4, Task: Breathing, Frames: 900, Windows: 59
Subject: qw5t, Task: Stroop, Frames: 300, Windows: 19
Subject: qw5t, Task: Video1, Frames: 870, Windows: 57
Subject: qw5t, Task: Video2, Frames: 590, Windows: 38
Subject: r3zm, Task: Breathing, Frames: 900, Windows: 59
Subject: r3zm, Task: Counting1, Frames: 300, Windows: 19
Subject: r3zm, Task: Counting2, Frames: 300, Windows: 19
Subject: r3zm, Task: Counting3, Frames: 300, Windows: 19
Subject: r3zm, Task: Math, Frames: 300, Windows: 19
Subject: r3zm, Task: Reading, Frames: 300, Windows: 19
Subject: r3zm, Task: Relax, Frames: 750, Windows: 49
Subject: r3zm, Task: Speaking, Frames: 300, Windows: 19
Subject: r3zm, Task: Stroop, Frames: 300, Windows: 19
Subject: r3zm, Task: Video1, Frames: 870, Windows: 57
Subject: r3zm, Task: Video2, Frames: 590, Windows: 38
Subject: r5s8, Task: Breathing, Frames: 900, Windows: 59
Subject: r5s8, Task: Counting1, Frames: 300, Windows: 19
Subject: r5s8, Task: Counting2, Frames: 300, Windows: 19
Subject: r5s8, Task: Counting3, Frames: 300, Windows: 19
Subject: r5s8, Task: Math, Frames: 300, Windows: 19
Subject: r5s8, Task: Reading, Frames: 300, Windows: 19
Subject: r5s8, Task: Relax, Frames: 750, Windows: 49
Subject: r5s8, Task: Speaking, Frames: 300, Windows: 19
Subject: r5s8, Task: Stroop, Frames: 300, Windows: 19
Subject: r5s8, Task: Video1, Frames: 870, Windows: 57
Subject: r5s8, Task: Video2, Frames: 590, Windows: 38
Subject: t6v9, Task: Breathing, Frames: 900, Windows: 59
Subject: t6v9, Task: Counting1, Frames: 300, Windows: 19
Subject: t6v9, Task: Counting2, Frames: 300, Windows: 19
Subject: t6v9, Task: Counting3, Frames: 300, Windows: 19
Subject: t6v9, Task: Math, Frames: 300, Windows: 19
Subject: t6v9, Task: Reading, Frames: 300, Windows: 19
Subject: t6v9, Task: Relax, Frames: 750, Windows: 49
Subject: t6v9, Task: Speaking, Frames: 300, Windows: 19
Subject: t6v9, Task: Stroop, Frames: 300, Windows: 19
Subject: t6v9, Task: Video1, Frames: 870, Windows: 57
Subject: t6v9, Task: Video2, Frames: 590, Windows: 38
Subject: tmvd, Task: Breathing, Frames: 900, Windows: 59
Subject: tmvd, Task: Counting1, Frames: 300, Windows: 19
Subject: tmvd, Task: Counting2, Frames: 300, Windows: 19
Subject: tmvd, Task: Counting3, Frames: 300, Windows: 19
Subject: tmvd, Task: Math, Frames: 300, Windows: 19
Subject: tmvd, Task: Reading, Frames: 300, Windows: 19
Subject: tmvd, Task: Relax, Frames: 750, Windows: 49
Subject: tmvd, Task: Speaking, Frames: 300, Windows: 19
Subject: tmvd, Task: Stroop, Frames: 300, Windows: 19
Subject: tmvd, Task: Video1, Frames: 870, Windows: 57
Subject: tmvd, Task: Video2, Frames: 590, Windows: 38
Subject: uymz, Task: Breathing, Frames: 900, Windows: 59
Subject: uymz, Task: Counting1, Frames: 300, Windows: 19
Subject: uymz, Task: Counting2, Frames: 300, Windows: 19
Subject: uymz, Task: Counting3, Frames: 300, Windows: 19
Subject: uymz, Task: Math, Frames: 300, Windows: 19
Subject: uymz, Task: Reading, Frames: 300, Windows: 19
Subject: uymz, Task: Relax, Frames: 750, Windows: 49
Subject: uymz, Task: Speaking, Frames: 300, Windows: 19
Subject: uymz, Task: Stroop, Frames: 300, Windows: 19
Subject: uymz, Task: Video1, Frames: 870, Windows: 57
Subject: uymz, Task: Video2, Frames: 590, Windows: 38
Subject: v8mh, Task: Breathing, Frames: 900, Windows: 59
Subject: v8mh, Task: Counting1, Frames: 300, Windows: 19
Subject: v8mh, Task: Counting2, Frames: 300, Windows: 19
Subject: v8mh, Task: Counting3, Frames: 300, Windows: 19
Subject: v8mh, Task: Math, Frames: 300, Windows: 19
Subject: v8mh, Task: Reading, Frames: 300, Windows: 19
Subject: v8mh, Task: Relax, Frames: 750, Windows: 49
Subject: v8mh, Task: Speaking, Frames: 300, Windows: 19
Subject: v8mh, Task: Stroop, Frames: 300, Windows: 19
Subject: v8mh, Task: Video1, Frames: 870, Windows: 57
Subject: v8mh, Task: Video2, Frames: 590, Windows: 38
Subject: w2t5, Task: Breathing, Frames: 900, Windows: 59
Subject: w2t5, Task: Counting1, Frames: 300, Windows: 19
Subject: w2t5, Task: Counting2, Frames: 300, Windows: 19
Subject: w2t5, Task: Counting3, Frames: 300, Windows: 19
Subject: w2t5, Task: Math, Frames: 300, Windows: 19
Subject: w2t5, Task: Reading, Frames: 300, Windows: 19
Subject: w2t5, Task: Relax, Frames: 750, Windows: 49
Subject: w2t5, Task: Speaking, Frames: 300, Windows: 19
Subject: w2t5, Task: Stroop, Frames: 300, Windows: 19
Subject: w2t5, Task: Video1, Frames: 870, Windows: 57
Subject: w2t5, Task: Video2, Frames: 590, Windows: 38
Subject: wssm, Task: Breathing, Frames: 900, Windows: 59
Subject: wssm, Task: Counting1, Frames: 300, Windows: 19
Subject: wssm, Task: Counting2, Frames: 300, Windows: 19
Subject: wssm, Task: Counting3, Frames: 300, Windows: 19
Subject: wssm, Task: Math, Frames: 300, Windows: 19
Subject: wssm, Task: Reading, Frames: 300, Windows: 19
Subject: wssm, Task: Relax, Frames: 750, Windows: 49
Subject: wssm, Task: Speaking, Frames: 300, Windows: 19
Subject: wssm, Task: Stroop, Frames: 300, Windows: 19
Subject: wssm, Task: Video1, Frames: 870, Windows: 57
Subject: wssm, Task: Video2, Frames: 590, Windows: 38
Subject: x1q3, Task: Breathing, Frames: 900, Windows: 59
Subject: x1q3, Task: Counting1, Frames: 300, Windows: 19
Subject: x1q3, Task: Counting2, Frames: 300, Windows: 19
Subject: x1q3, Task: Counting3, Frames: 300, Windows: 19
Subject: x1q3, Task: Math, Frames: 300, Windows: 19
Subject: x1q3, Task: Reading, Frames: 300, Windows: 19
Subject: x1q3, Task: Relax, Frames: 750, Windows: 49
Subject: x1q3, Task: Speaking, Frames: 300, Windows: 19
Subject: x1q3, Task: Stroop, Frames: 300, Windows: 19
Subject: x1q3, Task: Video1, Frames: 870, Windows: 57
Subject: x1q3, Task: Video2, Frames: 590, Windows: 38
Subject: y8c3, Task: Breathing, Frames: 900, Windows: 59
Subject: y8c3, Task: Counting1, Frames: 300, Windows: 19
Subject: y8c3, Task: Counting2, Frames: 300, Windows: 19
Subject: y8c3, Task: Counting3, Frames: 300, Windows: 19
Subject: y8c3, Task: Math, Frames: 300, Windows: 19
Subject: y8c3, Task: Reading, Frames: 300, Windows: 19
Subject: y8c3, Task: Relax, Frames: 750, Windows: 49
Subject: y8c3, Task: Speaking, Frames: 300, Windows: 19
Subject: y8c3, Task: Stroop, Frames: 300, Windows: 19
Subject: y8c3, Task: Video1, Frames: 870, Windows: 57
Subject: y8c3, Task: Video2, Frames: 590, Windows: 38
Subject: y9z6, Task: Breathing, Frames: 900, Windows: 59
Subject: y9z6, Task: Counting1, Frames: 300, Windows: 19
Subject: y9z6, Task: Counting2, Frames: 300, Windows: 19
Subject: y9z6, Task: Counting3, Frames: 300, Windows: 19
Subject: y9z6, Task: Math, Frames: 300, Windows: 19
Subject: y9z6, Task: Reading, Frames: 300, Windows: 19
Subject: y9z6, Task: Relax, Frames: 750, Windows: 49
Subject: y9z6, Task: Speaking, Frames: 300, Windows: 19
Subject: y9z6, Task: Stroop, Frames: 300, Windows: 19
Subject: y9z6, Task: Video1, Frames: 870, Windows: 57
Subject: y9z6, Task: Video2, Frames: 590, Windows: 38

--- EmpathicSchool Face Extraction ---
Subject: S1, Task: T1, Frames: 1617, Windows: 106
Subject: S1, Task: T2, Frames: 1620, Windows: 107
Subject: S1, Task: T3, Frames: 1519, Windows: 100
Subject: S1, Task: T4, Frames: 1435, Windows: 94
Subject: S1, Task: T5, Frames: 1605, Windows: 106
Subject: S1, Task: T6, Frames: 1621, Windows: 107
Subject: S1, Task: T7, Frames: 1045, Windows: 68
Subject: S1, Task: T8, Frames: 1561, Windows: 103
Subject: S1, Task: T9, Frames: 1605, Windows: 106
Subject: S2, Task: T1, Frames: 1612, Windows: 106
Subject: S2, Task: T2, Frames: 1617, Windows: 106
Subject: S2, Task: T3, Frames: 1476, Windows: 97
Subject: S2, Task: T4, Frames: 1211, Windows: 79
Subject: S2, Task: T5, Frames: 1610, Windows: 106
Subject: S2, Task: T6, Frames: 510, Windows: 33
Subject: S2, Task: T7, Frames: 250, Windows: 15
Subject: S2, Task: T8, Frames: 512, Windows: 33
Subject: S2, Task: T9, Frames: 937, Windows: 61
Subject: S3, Task: T1, Frames: 1621, Windows: 107
Subject: S3, Task: T2, Frames: 1589, Windows: 104
Subject: S3, Task: T3, Frames: 1617, Windows: 106
Subject: S3, Task: T4, Frames: 1621, Windows: 107
Subject: S3, Task: T5, Frames: 1609, Windows: 106
Subject: S3, Task: T6, Frames: 483, Windows: 31
Subject: S3, Task: T7, Frames: 1554, Windows: 102
Subject: S3, Task: T8, Frames: 726, Windows: 47
Subject: S3, Task: T9, Frames: 1506, Windows: 99
Subject: S4, Task: T1, Frames: 1547, Windows: 102
Subject: S4, Task: T2, Frames: 1461, Windows: 96
Subject: S4, Task: T3, Frames: 1029, Windows: 67
Subject: S4, Task: T4, Frames: 541, Windows: 35
Subject: S4, Task: T5, Frames: 1442, Windows: 95
Subject: S4, Task: T6, Frames: 1480, Windows: 97
Subject: S4, Task: T7, Frames: 404, Windows: 25
Subject: S4, Task: T8, Frames: 1221, Windows: 80
Subject: S4, Task: T9, Frames: 40, Windows: 1
Subject: S5, Task: T1, Frames: 1621, Windows: 107
Subject: S5, Task: T2, Frames: 1582, Windows: 104
Subject: S5, Task: T3, Frames: 1621, Windows: 107
Subject: S5, Task: T4, Frames: 1621, Windows: 107
Subject: S5, Task: T5, Frames: 1605, Windows: 106
Subject: S5, Task: T6, Frames: 1619, Windows: 106
Subject: S5, Task: T7, Frames: 1621, Windows: 107
Subject: S5, Task: T8, Frames: 1621, Windows: 107
Subject: S5, Task: T9, Frames: 1534, Windows: 101
Subject: S6, Task: T1, Frames: 1621, Windows: 107
Subject: S6, Task: T2, Frames: 1620, Windows: 107
Subject: S6, Task: T3, Frames: 1618, Windows: 106
Subject: S6, Task: T4, Frames: 1583, Windows: 104
Subject: S6, Task: T5, Frames: 1593, Windows: 105
Subject: S6, Task: T6, Frames: 1618, Windows: 106
Subject: S6, Task: T7, Frames: 1614, Windows: 106
Subject: S6, Task: T8, Frames: 1611, Windows: 106
Subject: S6, Task: T9, Frames: 1568, Windows: 103
Subject: S7, Task: T1, Frames: 1619, Windows: 106
Subject: S7, Task: T2, Frames: 1614, Windows: 106
Subject: S7, Task: T3, Frames: 1322, Windows: 87
Subject: S7, Task: T4, Frames: 0, Windows: 0
Subject: S7, Task: T5, Frames: 1566, Windows: 103
Subject: S7, Task: T6, Frames: 1495, Windows: 98
Subject: S7, Task: T7, Frames: 1545, Windows: 102
Subject: S7, Task: T8, Frames: 868, Windows: 56
Subject: S8, Task: T1, Frames: 1619, Windows: 106
Subject: S8, Task: T2, Frames: 1619, Windows: 106
Subject: S8, Task: T3, Frames: 1614, Windows: 106
Subject: S8, Task: T4, Frames: 1595, Windows: 105
Subject: S8, Task: T5, Frames: 1589, Windows: 104
Subject: S8, Task: T6, Frames: 1591, Windows: 105
Subject: S8, Task: T7, Frames: 1611, Windows: 106
Subject: S8, Task: T8, Frames: 1517, Windows: 100
Subject: S9, Task: T1, Frames: 1620, Windows: 107
Subject: S9, Task: T2, Frames: 1620, Windows: 107
Subject: S9, Task: T3, Frames: 1027, Windows: 67
Subject: S9, Task: T4, Frames: 1620, Windows: 107
Subject: S9, Task: T5, Frames: 1616, Windows: 106
Subject: S9, Task: T6, Frames: 1620, Windows: 107
Subject: S9, Task: T7, Frames: 1618, Windows: 106
Subject: S9, Task: T8, Frames: 1620, Windows: 107
Subject: S10, Task: T1, Frames: 1620, Windows: 107
Subject: S10, Task: T2, Frames: 1609, Windows: 106
Subject: S10, Task: T3, Frames: 1174, Windows: 77
Subject: S10, Task: T4, Frames: 1457, Windows: 96
Subject: S10, Task: T5, Frames: 1620, Windows: 107
Subject: S10, Task: T6, Frames: 1510, Windows: 99
Subject: S10, Task: T7, Frames: 1618, Windows: 106
Subject: S10, Task: T8, Frames: 1620, Windows: 107
Subject: S11, Task: T1, Frames: 1620, Windows: 107
Subject: S11, Task: T2, Frames: 1620, Windows: 107
Subject: S11, Task: T3, Frames: 1620, Windows: 107
Subject: S11, Task: T4, Frames: 1620, Windows: 107
Subject: S11, Task: T5, Frames: 1620, Windows: 107
Subject: S11, Task: T6, Frames: 1620, Windows: 107
Subject: S11, Task: T7, Frames: 1620, Windows: 107
Subject: S11, Task: T8, Frames: 1620, Windows: 107
Subject: S12, Task: T1, Frames: 1620, Windows: 107
Subject: S12, Task: T2, Frames: 1620, Windows: 107
Subject: S12, Task: T3, Frames: 1618, Windows: 106
Subject: S12, Task: T4, Frames: 1607, Windows: 106
Subject: S12, Task: T5, Frames: 1384, Windows: 91
Subject: S12, Task: T6, Frames: 1595, Windows: 105
Subject: S12, Task: T7, Frames: 1311, Windows: 86
Subject: S12, Task: T8, Frames: 1035, Windows: 68
Subject: S13, Task: T1, Frames: 1620, Windows: 107
Subject: S13, Task: T2, Frames: 1618, Windows: 106
Subject: S13, Task: T3, Frames: 1620, Windows: 107
Subject: S13, Task: T4, Frames: 1367, Windows: 90
Subject: S13, Task: T5, Frames: 1610, Windows: 106
Subject: S13, Task: T6, Frames: 1620, Windows: 107
Subject: S13, Task: T7, Frames: 1620, Windows: 107
Subject: S13, Task: T8, Frames: 912, Windows: 59
Subject: S14, Task: T1, Frames: 1374, Windows: 90
Subject: S14, Task: T2, Frames: 1619, Windows: 106
Subject: S14, Task: T3, Frames: 1381, Windows: 91
Subject: S14, Task: T4, Frames: 1597, Windows: 105
Subject: S14, Task: T5, Frames: 1607, Windows: 106
Subject: S14, Task: T6, Frames: 1562, Windows: 103
Subject: S14, Task: T7, Frames: 1619, Windows: 106
Subject: S14, Task: T8, Frames: 1616, Windows: 106
Subject: S15, Task: T1, Frames: 1374, Windows: 90
Subject: S15, Task: T2, Frames: 1619, Windows: 106
Subject: S15, Task: T3, Frames: 1381, Windows: 91
Subject: S15, Task: T4, Frames: 1597, Windows: 105
Subject: S15, Task: T5, Frames: 1607, Windows: 106
Subject: S15, Task: T6, Frames: 1562, Windows: 103
Subject: S15, Task: T7, Frames: 1619, Windows: 106
Subject: S15, Task: T8, Frames: 1616, Windows: 106
Subject: S16, Task: T1, Frames: 1602, Windows: 105
Subject: S16, Task: T2, Frames: 1606, Windows: 106
Subject: S16, Task: T3, Frames: 900, Windows: 59
Subject: S16, Task: T4, Frames: 1602, Windows: 105
Subject: S16, Task: T5, Frames: 1603, Windows: 105
Subject: S16, Task: T6, Frames: 1612, Windows: 106
Subject: S16, Task: T7, Frames: 1601, Windows: 105
Subject: S16, Task: T8, Frames: 1612, Windows: 106
Subject: S17, Task: T1, Frames: 1615, Windows: 106
Subject: S17, Task: T2, Frames: 1611, Windows: 106
Subject: S17, Task: T3, Frames: 953, Windows: 62
Subject: S17, Task: T4, Frames: 1593, Windows: 105
Subject: S17, Task: T5, Frames: 1620, Windows: 107
Subject: S17, Task: T6, Frames: 1616, Windows: 106
Subject: S17, Task: T7, Frames: 1620, Windows: 107
Subject: S17, Task: T8, Frames: 1620, Windows: 107
Subject: S19, Task: T1, Frames: 0, Windows: 0
Subject: S19, Task: T2, Frames: 0, Windows: 0
Subject: S19, Task: T3, Frames: 0, Windows: 0
Subject: S19, Task: T4, Frames: 0, Windows: 0
Subject: S19, Task: T5, Frames: 0, Windows: 0
Subject: S19, Task: T6, Frames: 0, Windows: 0
Subject: S19, Task: T7, Frames: 0, Windows: 0
Subject: S19, Task: T8, Frames: 0, Windows: 0
Subject: S28, Task: t1, Frames: 1621, Windows: 107
Subject: S28, Task: t2, Frames: 1460, Windows: 96
Subject: S28, Task: t3, Frames: 965, Windows: 63
Subject: S28, Task: t4, Frames: 1269, Windows: 83
Subject: S28, Task: t5, Frames: 840, Windows: 55
Subject: S28, Task: t6, Frames: 1400, Windows: 92
Subject: S28, Task: t7, Frames: 1400, Windows: 92
Subject: S28, Task: t8, Frames: 1290, Windows: 85
